;M01_2_N;M02_2_N;M03_2_N;M04_2_N;M05_2_N;M06_2_N;M07_2_N;M08_2_N;M09_2_N;M10_2_N;M11_2_N;M12_2_N;status
257;5.1;5.1;5.1;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;1
258;1.7;2.0;1.7;2.3;1.3;1.3;5.1;1.0;1.0;1.0;5.1;5.1;0
259;1.7;1.3;1.0;1.0;2.3;1.3;5.1;2.0;1.3;1.0;5.0;5.1;1
260;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
261;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
262;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
263;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
264;5.1;5.1;2.3;3.3;1.3;5.1;5.1;1.3;1.0;5.1;5.1;5.1;1
265;4.0;1.7;2.0;1.3;1.7;3.7;5.1;1.0;1.0;1.0;5.1;5.1;0
266;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
267;2.0;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
268;2.7;5.0;5.1;3.3;1.3;5.1;5.1;2.0;2.7;5.0;5.1;5.1;1
269;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
270;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
271;3.7;3.0;3.7;2.7;5.0;5.0;5.1;5.1;5.1;5.0;5.1;5.1;1
272;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
273;5.1;5.1;1.7;5.1;2.0;5.1;5.1;1.3;5.1;5.1;5.1;5.1;0
274;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
275;5.1;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
276;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
277;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
278;5.1;5.1;5.1;5.1;1.7;5.1;5.1;1.7;5.1;5.1;5.1;5.1;1
279;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
280;2.3;2.0;5.1;5.1;5.1;3.0;1.3;5.1;5.1;5.1;5.1;5.1;1
281;4.0;5.0;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
282;2.7;1.3;1.7;2.3;1.7;5.1;5.1;1.7;3.3;3.7;5.1;5.1;1
283;5.1;5.1;1.3;1.0;1.0;5.1;5.1;1.0;5.1;5.1;5.1;5.1;1
284;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
285;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
286;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
287;2.0;1.0;1.3;1.0;1.3;5.1;5.1;5.1;5.1;1.0;5.1;5.1;1
288;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
289;5.1;5.1;3.0;5.1;3.0;5.1;5.1;5.0;1.7;5.1;5.1;3.7;1
290;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
291;2.0;2.7;1.7;1.0;1.7;1.0;5.1;5.1;5.1;5.1;5.1;5.1;1
292;2.3;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
293;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
294;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
295;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
296;5.1;5.1;1.7;5.1;2.0;5.1;5.1;2.0;5.1;5.1;5.1;5.1;1
297;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
298;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
299;5.1;5.1;3.0;5.1;1.3;5.1;5.1;1.3;5.1;5.1;5.1;5.1;1
300;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
301;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
302;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
303;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
304;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
305;5.1;5.1;2.7;2.3;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;1
306;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
307;5.1;1.3;3.7;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
308;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
309;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
