;M01_1_N;M02_1_N;M03_1_N;M04_1_N;M05_1_N;M06_1_N;M01_2_N;M02_2_N;M03_2_N;M04_2_N;M05_2_N;M06_2_N;M07_2_N;M08_2_N;M09_2_N;M10_2_N;M11_2_N;M12_2_N;M01_3_N;M02_3_N;M03_3_N;M04_3_N;M05_3_N;M06_3_N;M07_3_N;M08_3_N;M09_3_N;M10_3_N;M11_3_N;M12_3_N;M13_3_N;M14_3_N;M15_3_N;M16_3_N;M17_3_N;status
120;5.1;5.1;5.1;5.1;1.3;4.0;5.1;4.0;5.1;5.1;1.3;4.0;5.1;1.3;2.7;5.1;5.1;5.1;5.1;4.0;5.1;5.1;1.3;0.0;0.0;1.3;2.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
121;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
122;3.0;3.0;2.7;3.7;1.7;4.0;3.0;3.0;2.7;3.7;1.7;4.0;5.1;2.0;5.1;5.0;4.0;5.1;3.0;3.0;2.7;3.7;1.7;0.0;0.0;2.0;5.1;5.0;4.0;5.1;5.1;4.0;5.1;2.3;5.1;0
123;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
124;2.0;1.0;2.7;1.7;1.3;5.1;2.0;1.0;2.7;1.7;1.3;5.1;1.0;1.3;5.1;1.3;1.0;2.0;2.0;1.0;2.7;1.7;1.3;5.1;5.1;1.3;5.1;1.3;1.0;2.0;1.0;1.3;1.0;1.0;5.1;0
125;5.1;5.1;5.1;3.0;2.0;5.1;3.7;5.1;1.7;3.0;2.0;5.0;5.1;1.3;3.3;5.1;5.1;5.1;3.7;5.1;1.7;3.0;2.0;0.0;0.0;1.3;3.3;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;1
126;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
127;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
128;1.3;1.7;2.0;3.0;1.0;3.0;1.3;1.7;2.0;3.0;1.0;3.0;1.0;1.7;5.1;3.3;3.3;5.1;1.3;1.7;2.0;3.0;1.0;0.0;0.0;1.7;2.7;3.3;3.3;5.1;5.1;5.1;1.7;3.3;3.0;0
129;3.0;1.7;2.3;1.3;1.3;1.7;3.0;1.7;2.3;1.3;1.3;1.7;4.0;5.1;2.7;2.3;1.3;5.1;3.0;1.7;2.3;1.3;1.3;0.0;0.0;5.1;2.7;2.3;1.3;5.1;5.0;3.0;1.0;3.3;2.3;1
130;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
131;3.3;5.1;5.1;5.1;5.1;5.0;3.3;5.1;3.3;5.0;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;3.3;5.1;3.3;5.0;5.1;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
132;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.7;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
133;5.1;1.0;2.3;1.3;1.3;5.1;3.0;1.0;2.3;1.3;1.3;2.3;1.3;1.7;5.1;1.7;1.7;5.1;3.0;1.0;2.3;1.3;1.3;0.0;0.0;1.7;3.0;1.7;1.7;5.1;5.1;1.0;1.0;3.3;2.0;0
134;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
135;5.1;3.3;3.0;5.1;5.1;4.0;5.1;3.3;3.0;5.1;5.1;4.0;5.1;5.1;2.3;5.1;5.1;5.1;5.1;3.3;3.0;5.1;5.1;0.0;0.0;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
136;5.1;2.0;2.7;1.7;2.3;5.1;2.0;2.0;2.7;1.7;2.3;2.7;5.1;2.0;1.7;5.1;2.7;5.1;2.0;2.0;2.7;1.7;2.3;0.0;0.0;2.0;1.7;2.7;2.7;5.1;5.0;3.3;5.1;2.3;5.1;0
137;5.1;1.0;1.7;5.1;1.3;5.1;1.7;1.0;1.7;2.7;1.3;2.0;3.3;5.1;2.7;5.1;5.1;5.1;1.7;1.0;1.7;2.7;1.3;0.0;0.0;5.1;2.7;5.1;5.1;5.1;5.1;2.0;5.1;2.3;5.1;1
138;5.1;5.1;5.1;5.1;2.0;5.1;4.0;5.1;5.1;5.1;2.0;5.1;5.1;1.3;5.1;5.1;5.1;5.1;4.0;5.1;5.1;5.1;2.0;5.0;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
139;1.0;1.0;1.3;1.7;1.7;1.0;1.0;1.0;1.3;1.7;1.7;1.0;1.3;1.3;5.1;1.3;2.0;5.1;1.0;1.0;1.3;1.7;1.7;0.0;0.0;1.3;1.7;1.3;2.0;5.1;5.1;1.7;5.1;2.3;2.7;0
140;5.1;5.1;5.1;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
141;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
142;2.3;3.0;1.7;5.0;1.7;3.3;2.3;3.0;1.7;3.7;1.7;3.3;5.1;1.7;2.3;5.0;2.3;5.1;2.3;3.0;1.7;3.7;1.7;0.0;0.0;1.7;2.3;5.0;2.3;5.1;3.3;5.1;5.1;3.3;5.1;0
143;5.1;5.0;2.7;5.1;2.0;5.1;5.1;3.3;2.7;5.0;2.0;5.1;5.1;1.3;5.1;5.1;3.7;5.1;5.1;3.3;2.7;5.0;2.0;0.0;0.0;1.3;5.1;5.1;3.7;5.1;5.1;5.1;5.1;5.1;5.1;1
144;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.3;2.3;5.1;3.7;1.3;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
145;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
146;5.1;5.1;2.0;5.1;5.0;5.1;5.1;5.1;2.0;5.1;5.0;5.1;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;2.0;5.1;2.0;0.0;0.0;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
147;5.1;5.1;5.1;5.1;2.3;5.1;1.7;5.1;5.1;3.0;2.3;5.1;5.1;5.0;5.1;5.1;5.1;5.1;1.7;5.1;2.0;3.0;2.3;0.0;0.0;5.0;5.1;5.0;2.3;5.1;5.1;5.1;5.1;5.1;5.1;1
148;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
149;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.3;5.1;5.1;5.1;5.1;5.1;5.1;2.0;4.0;5.1;5.1;5.1;2.3;5.1;5.1;5.1;0.0;0.0;5.1;2.0;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0
150;5.1;2.0;5.1;5.1;5.1;5.1;3.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.0;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
151;5.1;5.1;5.1;2.3;1.7;5.1;5.1;5.1;5.0;2.3;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.0;2.3;1.7;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
152;5.1;5.0;1.7;5.1;5.1;5.1;3.0;5.0;1.7;5.1;1.7;5.1;5.1;5.1;2.0;5.1;5.1;5.1;3.0;5.0;1.7;3.0;1.7;0.0;0.0;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
153;5.1;4.0;2.3;5.1;5.1;5.1;5.1;4.0;2.3;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;2.3;5.0;5.0;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
154;5.1;1.0;2.0;5.1;5.1;5.1;3.3;1.0;2.0;3.7;2.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;3.3;1.0;2.0;3.7;2.0;0.0;0.0;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
155;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
156;5.1;2.3;5.1;5.1;5.1;5.1;1.7;2.3;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;2.3;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
157;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
158;5.1;5.1;5.1;4.0;2.0;1.3;5.1;3.7;5.1;4.0;2.0;1.3;5.1;1.3;5.1;5.1;4.0;5.1;5.1;3.7;5.1;4.0;2.0;0.0;0.0;1.3;5.1;5.1;4.0;5.1;5.1;5.1;5.1;5.1;5.1;1
159;1.0;2.3;1.7;2.3;1.7;2.0;1.0;2.3;1.7;2.3;1.7;2.0;5.0;2.0;2.3;2.3;1.7;5.1;1.0;2.3;1.7;2.3;1.7;0.0;0.0;2.0;2.3;2.3;1.7;5.1;5.1;2.7;1.0;5.1;5.1;1
160;1.7;5.0;5.1;2.3;5.1;2.7;1.7;5.0;5.1;2.3;5.0;2.7;5.1;5.1;5.1;5.1;3.0;5.1;1.7;5.0;5.1;2.3;5.0;0.0;0.0;5.1;5.1;5.1;3.0;5.1;5.1;5.1;5.1;5.1;5.1;1
161;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.0;5.1;5.1;4.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.0;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;4.0;5.1;5.1;3.3;1
162;1.7;5.0;1.3;3.3;5.1;5.1;1.7;2.7;1.3;3.3;5.1;5.1;2.7;5.1;2.3;5.1;5.1;5.1;1.7;2.7;1.3;3.3;1.7;0.0;0.0;5.1;2.3;5.1;5.1;5.1;5.1;3.0;5.1;2.7;5.1;1
163;2.7;5.1;5.1;2.7;2.0;2.7;2.7;3.3;2.0;2.7;2.0;2.7;5.1;5.1;5.1;2.7;3.7;5.1;2.7;3.3;2.0;2.7;2.0;0.0;0.0;1.7;5.1;2.7;3.7;5.1;5.1;3.3;5.1;5.1;3.7;0
164;2.0;5.1;5.1;3.0;2.3;2.0;2.0;3.3;1.7;3.0;2.3;2.0;5.1;5.1;5.1;1.7;3.0;5.1;2.0;3.3;1.7;3.0;2.3;0.0;0.0;1.7;5.1;1.7;3.0;5.1;5.1;2.3;5.1;5.1;3.0;0
165;5.1;5.1;2.3;5.1;1.7;5.1;5.1;5.1;2.3;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.3;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
166;1.7;3.7;5.1;5.1;5.1;5.1;1.7;3.7;2.7;5.1;1.7;5.1;5.1;5.1;2.7;5.1;5.1;5.1;1.7;3.7;2.7;5.1;1.7;0.0;0.0;1.3;2.7;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;1
167;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;1.3;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;1.3;0.0;5.1;1.7;1.0;5.1;5.1;5.1;5.1;5.1;1.0;5.1;5.1;1
168;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
169;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
170;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
171;5.1;5.1;5.1;5.1;1.7;5.1;5.1;5.1;1.7;5.1;1.7;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;1.7;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
172;5.1;5.1;5.0;5.1;5.0;5.1;5.1;5.1;5.0;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.0;5.1;5.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
173;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
174;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
175;3.7;5.0;1.7;3.7;2.3;5.1;3.7;5.0;1.7;3.7;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.7;5.0;1.7;3.7;2.3;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.0;5.1;1
176;4.0;3.3;5.1;5.1;5.1;5.1;4.0;3.3;5.1;5.1;3.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;3.3;5.1;4.0;3.3;0.0;0.0;5.1;2.0;4.0;5.0;5.1;5.1;5.1;5.1;5.1;5.1;1
177;4.0;5.0;3.7;5.1;1.3;5.1;4.0;5.0;3.7;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;5.0;3.7;2.3;1.3;0.0;0.0;5.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
178;5.0;5.0;2.0;5.1;1.7;5.1;3.0;5.0;2.0;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;3.0;5.0;2.0;4.0;1.7;0.0;0.0;5.0;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
179;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
180;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
181;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
182;4.0;5.0;3.3;5.1;5.1;5.1;4.0;5.0;3.3;5.1;2.7;5.1;5.1;2.7;5.1;5.1;5.1;5.1;4.0;5.0;3.3;5.1;2.7;0.0;5.1;2.7;2.3;5.1;5.1;5.1;5.1;5.1;5.1;5.0;5.1;1
183;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
184;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
185;5.0;5.0;2.7;5.1;5.1;5.1;5.0;5.0;2.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.0;5.0;2.7;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
186;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;2.3;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.0;2.0;4.0;2.3;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
187;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
188;2.7;5.1;1.3;5.1;5.0;5.1;2.7;5.0;1.3;5.1;1.3;1.0;5.1;1.7;5.1;5.1;5.1;5.1;2.7;1.0;1.3;1.0;1.3;0.0;0.0;1.7;1.0;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0
189;1.7;5.0;1.0;5.1;2.0;5.1;1.7;1.3;1.0;1.0;2.0;1.3;5.1;5.1;5.1;5.1;5.1;5.1;1.7;1.3;1.0;1.0;2.0;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
190;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
191;3.0;5.1;5.1;5.1;5.1;5.1;3.0;2.0;5.1;5.1;5.1;3.0;5.1;5.1;5.1;5.1;5.1;5.1;3.0;2.0;1.7;5.1;5.0;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
192;3.3;5.1;1.3;1.0;2.0;4.0;3.3;5.0;1.3;1.0;2.0;4.0;5.1;1.7;1.7;1.0;5.1;5.1;3.3;5.0;1.3;1.0;2.0;0.0;0.0;1.7;1.7;1.0;3.3;5.1;5.1;5.1;5.1;5.1;5.1;1
193;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
194;5.1;5.1;5.1;5.1;2.0;5.1;5.0;5.0;5.1;5.0;2.0;5.1;5.1;5.0;2.0;5.0;5.1;5.1;5.0;5.0;5.1;5.0;2.0;0.0;0.0;5.0;2.0;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
195;5.1;5.1;5.1;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
196;1.7;5.1;1.7;5.1;1.3;1.3;1.7;2.0;1.7;2.3;1.3;1.3;5.1;1.0;1.0;1.0;5.1;5.1;1.7;2.0;1.7;2.3;1.3;0.0;0.0;1.0;1.0;1.0;2.7;5.1;5.1;2.7;5.1;1.0;2.7;0
197;1.7;1.3;1.0;1.0;2.3;1.3;1.7;1.3;1.0;1.0;2.3;1.3;5.1;2.0;1.3;1.0;5.0;5.1;1.7;1.3;1.0;1.0;2.3;0.0;0.0;2.0;1.3;1.0;1.0;5.1;3.7;2.7;1.7;4.0;2.7;1
198;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
199;5.1;5.1;2.3;5.1;1.3;5.1;5.1;5.1;2.3;3.3;1.3;5.1;5.1;1.3;1.0;5.1;5.1;5.1;5.1;5.1;2.3;3.3;1.3;0.0;5.1;1.3;1.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
200;4.0;1.7;2.0;1.3;1.7;3.7;4.0;1.7;2.0;1.3;1.7;3.7;5.1;1.0;1.0;1.0;5.1;5.1;4.0;1.7;2.0;1.3;1.7;0.0;0.0;1.0;1.0;1.0;3.7;5.1;5.1;3.3;5.1;2.7;5.1;0
201;5.1;5.1;5.1;5.1;5.1;5.1;2.0;5.1;2.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;2.0;5.1;2.0;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
202;2.7;5.0;5.1;3.3;1.3;5.1;2.7;5.0;5.1;3.3;1.3;5.1;5.1;2.0;2.7;5.0;5.1;5.1;2.7;5.0;5.1;3.3;1.3;0.0;0.0;2.0;2.7;5.0;5.1;5.1;5.1;5.1;5.1;5.0;5.0;1
203;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.3;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;2.0;5.1;5.1;1.3;1
204;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
205;3.7;3.0;3.7;2.7;5.1;5.0;3.7;3.0;3.7;2.7;5.0;5.0;5.1;5.1;5.1;5.0;5.1;5.1;3.7;3.0;3.7;2.7;5.0;0.0;0.0;5.1;5.1;5.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
206;5.1;5.1;1.7;5.1;2.0;5.1;5.1;5.1;1.7;5.1;2.0;5.1;5.1;1.3;5.1;5.1;5.1;5.1;1.7;5.1;1.7;5.1;2.0;0.0;5.1;1.3;5.1;5.1;5.1;5.1;1.7;1.3;5.1;1.3;5.1;0
207;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
208;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
209;5.1;5.1;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;1.7;5.1;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;0.0;5.1;1.7;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.0;5.1;1
210;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
211;2.3;2.0;5.1;5.1;5.1;5.1;2.3;2.0;5.1;5.1;5.1;3.0;1.3;5.1;5.1;5.1;5.1;5.1;2.3;2.0;5.1;5.1;5.1;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1.7;5.1;1
212;4.0;5.0;5.1;5.1;1.3;5.1;4.0;5.0;5.1;5.1;1.3;5.1;5.1;5.1;5.1;5.1;5.1;5.1;4.0;5.0;5.1;5.1;1.3;0.0;0.0;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
213;5.1;1.3;1.7;2.3;1.7;5.1;2.7;1.3;1.7;2.3;1.7;5.1;5.1;1.7;3.3;3.7;5.1;5.1;2.7;1.3;1.7;2.3;1.7;5.1;2.7;1.7;3.3;3.7;3.3;5.1;5.1;3.7;3.7;2.0;5.1;1
214;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;5.1;1
